  -5.5360813e+00  -7.5291780e+00   1.0247338e+02   1.9706941e+01   2.5999999e+00
  -3.4710708e+00  -7.1374550e+00   1.3118580e+02   1.9756916e+01  -2.5999999e+00
   2.2645231e+00  -3.0201000e-02   1.2039180e+02   2.0653522e+01   2.5999999e+00
   4.5219595e+00   2.9773600e-01   1.2936913e+02   2.0694678e+01  -2.5999999e+00
  -1.2687327e+00  -6.8605380e+00   1.0604013e+02   1.9792192e+01   2.5999999e+00
   9.6764280e-01  -6.5139390e+00   1.2944551e+02   1.9836288e+01  -2.5999999e+00
  -2.0733349e+00  -8.9287130e+00   9.8586265e+01   1.9527620e+01   2.5999999e+00
   1.8872710e-01  -8.4938630e+00   1.2379447e+02   1.9583474e+01  -2.5999999e+00
   3.0096701e+00  -6.1668610e+00   1.0229065e+02   1.9880383e+01   2.5999999e+00
   5.2353062e+00  -5.8193290e+00   1.2245465e+02   1.9924478e+01  -2.5999999e+00
   2.2219931e+00  -8.2416530e+00   1.0879743e+02   1.9615811e+01   2.5999999e+00
   4.4536463e+00  -7.8282560e+00   1.4481292e+02   1.9668725e+01  -2.5999999e+00
  -5.5674298e+00  -3.4226440e+00   1.1029522e+02   2.0227267e+01   2.5999999e+00
  -3.3431701e+00  -3.0724090e+00   1.2589988e+02   2.0271362e+01  -2.5999999e+00
  -6.3273572e+00  -5.4713660e+00   1.1485501e+02   1.9968574e+01   2.5999999e+00
  -4.1312005e+00  -5.1229970e+00   1.1995528e+02   2.0012669e+01  -2.5999999e+00
  -1.3309924e+00  -2.7920540e+00   1.0719586e+02   2.0306638e+01   2.5999999e+00
   9.3511800e-01  -2.3712740e+00   1.3067303e+02   2.0359553e+01  -2.5999999e+00
  -2.0812584e+00  -4.7975100e+00   1.1736146e+02   2.0053825e+01   2.5999999e+00
   1.9600410e-01  -4.4251450e+00   1.2916158e+02   2.0100860e+01  -2.5999999e+00
   2.9488082e+00  -2.0672160e+00   1.0467067e+02   2.0397769e+01   2.5999999e+00
   5.1778720e+00  -1.7162360e+00   1.3182602e+02   2.0441864e+01  -2.5999999e+00
   2.2018486e+00  -4.0990180e+00   1.1388658e+02   2.0142015e+01   2.5999999e+00
   4.4463516e+00  -3.7259760e+00   1.2444455e+02   2.0189051e+01  -2.5999999e+00
  -5.6055516e+00   6.0223200e-01   1.1687981e+02   2.0732893e+01   2.5999999e+00
  -3.3819118e+00   1.0003650e+00   1.1838010e+02   2.0782868e+01  -2.5999999e+00
  -6.3687828e+00  -1.4353570e+00   1.2673044e+02   2.0477140e+01   2.5999999e+00
  -4.1230418e+00  -1.0373320e+00   1.3012665e+02   2.0527115e+01  -2.5999999e+00
  -1.3098176e+00   1.3281690e+00   1.1865521e+02   2.0824024e+01   2.5999999e+00
   9.0227410e-01   1.7260970e+00   1.2155914e+02   2.0873999e+01  -2.5999999e+00
  -2.1070812e+00  -6.8604800e-01   1.2482136e+02   2.0571210e+01   2.5999999e+00
   1.6306590e-01  -3.8156000e-01   1.3074351e+02   2.0609426e+01  -2.5999999e+00
  -8.5654576e+00  -2.2995665e+01   1.0023833e+02   1.0777939e+01   2.5999999e+00
  -4.9304273e+00  -2.2537591e+01   9.4773367e+01   1.0836369e+01  -2.5999999e+00
   3.7664398e+00  -1.1801144e+01   1.1981162e+02   1.2116738e+01   2.5999999e+00
   7.0313393e+00  -1.1193823e+01   8.9584979e+01   1.2185330e+01  -2.5999999e+00
  -1.6811162e+00  -2.2116676e+01   1.0036734e+02   1.0889718e+01   2.5999999e+00
   2.0139866e+00  -2.1409545e+01   9.0189773e+01   1.0978632e+01  -2.5999999e+00
  -2.9524794e+00  -2.5220072e+01   1.0310898e+02   1.0488332e+01   2.5999999e+00
   7.6801580e-01  -2.4700246e+01   9.5629078e+01   1.0556923e+01  -2.5999999e+00
   5.1989510e+00  -2.0941089e+01   9.1473476e+01   1.1037062e+01   2.5999999e+00
   8.6821800e+00  -2.0346226e+01   8.8410594e+01   1.1110734e+01  -2.5999999e+00
   3.9833137e+00  -2.4098016e+01   1.0936534e+02   1.0635676e+01   2.5999999e+00
   7.7009012e+00  -2.3371747e+01   8.8080214e+01   1.0729672e+01  -2.5999999e+00
  -8.2851552e+00  -1.6833399e+01   1.1037202e+02   1.1534983e+01   2.5999999e+00
  -4.7915958e+00  -1.6338545e+01   9.5999419e+01   1.1593413e+01  -2.5999999e+00
  -9.6778373e+00  -1.9829706e+01   1.1418708e+02   1.1174244e+01   2.5999999e+00
  -6.1164876e+00  -1.9351521e+01   8.5931390e+01   1.1232674e+01  -2.5999999e+00
  -1.6178720e+00  -1.5927850e+01   1.0693580e+02   1.1641681e+01   2.5999999e+00
   1.8549396e+00  -1.5297758e+01   9.1260949e+01   1.1715353e+01  -2.5999999e+00
  -2.9422521e+00  -1.8996265e+01   1.1427437e+02   1.1275861e+01   2.5999999e+00
   6.4042080e-01  -1.8386735e+01   9.0747256e+01   1.1349533e+01  -2.5999999e+00
   4.9634494e+00  -1.4839097e+01   1.0678190e+02   1.1768701e+01   2.5999999e+00
   8.3527263e+00  -1.4224519e+01   8.8998003e+01   1.1839833e+01  -2.5999999e+00
   3.8301239e+00  -1.7900223e+01   1.1813017e+02   1.1407962e+01   2.5999999e+00
   7.2716523e+00  -1.7282977e+01   9.2415704e+01   1.1481634e+01  -2.5999999e+00
  -8.1307183e+00  -1.0697071e+01   1.1057202e+02   1.2241219e+01   2.5999999e+00
  -4.6691366e+00  -1.0130603e+01   9.1567209e+01   1.2304729e+01  -2.5999999e+00
  -9.4004547e+00  -1.3672945e+01   1.2705578e+02   1.1903343e+01   2.5999999e+00
  -5.9459079e+00  -1.3163202e+01   8.4411299e+01   1.1961773e+01  -2.5999999e+00
  -1.6356541e+00  -9.8352390e+00   1.1244527e+02   1.2337754e+01   2.5999999e+00
   1.7389656e+00  -9.1972940e+00   9.5079495e+01   1.2408886e+01  -2.5999999e+00
  -2.8512695e+00  -1.2874140e+01   1.1699197e+02   1.1994798e+01   2.5999999e+00
   5.5894310e-01  -1.2226920e+01   8.8679798e+01   1.2068470e+01  -2.5999999e+00
